全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,POIコード,所在地_連結表記,建物名等(方書),緯度,経度,管理番号,公簿面積,備考
092088,0114000192,栃木県小山市,海道間５号公園,カイドウマゴゴウコウエン,1003,栃木県小山市喜沢684-12,,139.819269,36.341481,,,
092088,0114000193,栃木県小山市,海道間４号公園,カイドウマヨンゴウコウエン,1003,栃木県小山市喜沢778-31,,139.817221,36.341788,,,
092088,0114000194,栃木県小山市,海道間６号公園,カイドウマロクゴウコウエン,1003,栃木県小山市喜沢648-47,,139.819757,36.341836,,,
092088,0114000195,栃木県小山市,富士見公園,フジミコウエン,1003,栃木県小山市暁1-5,,139.765664,36.26071,,,
092088,0114000196,栃木県小山市,もみじ公園,モミジコウエン,1003,栃木県小山市暁3-3,,139.760662,36.255716,,,
092088,0114000197,栃木県小山市,犬塚南公園,イヌヅカミナミコウエン,1003,栃木県小山市犬塚,（小山東部第一土地区画整理事業138-2街区）,139.827694,36.300497,,,
092088,0114000198,栃木県小山市,ひばり公園,ヒバリコウエン,1003,栃木県小山市犬塚,（小山東部第一土地区画整理事業119街区1画地）,139.828441,36.302855,,,
092088,0114000199,栃木県小山市,どんぐり公園,ドングリコウエン,1003,栃木県小山市犬塚,（小山東部第一土地区画整理事業81街区16-2画地）,139.822179,36.301187,,,
092088,0114000200,栃木県小山市,犬塚公園,イヌヅカコウエン,1003,栃木県小山市犬塚1-24,,139.830927,36.307051,,,
092088,0114000201,栃木県小山市,中ノ浦公園,ナカノウラコウエン,1003,栃木県小山市犬塚2-9,,139.83277,36.310668,,,
092088,0114000202,栃木県小山市,青葉公園,アオバコウエン,1003,栃木県小山市犬塚3-1,,139.82755,36.313105,,,
092088,0114000203,栃木県小山市,やまみち公園,ヤマミチコウエン,1003,栃木県小山市犬塚3-16,,139.831298,36.313165,,,
092088,0114000204,栃木県小山市,大丸公園,ダイマルコウエン,1003,栃木県小山市犬塚32-116,,139.827084,36.327157,,,
092088,0114000205,栃木県小山市,どんぐり山公園,ドングリヤマコウエン,1003,栃木県小山市犬塚4-14,,139.835546,36.311164,,,
092088,0114000206,栃木県小山市,谷ノ中公園,ヤノナカコウエン,1003,栃木県小山市犬塚5-21,,139.832785,36.304945,,,
092088,0114000207,栃木県小山市,平成公園,ヘイセイコウエン,1003,栃木県小山市犬塚6-10-3,,139.834435,36.301289,,,
092088,0114000208,栃木県小山市,さくら台公園,サクラダイコウエン,1003,栃木県小山市犬塚7-12-3,,139.836471,36.298401,,,
092088,0114000209,栃木県小山市,山ざくら公園,ヤマザクラコウエン,1003,栃木県小山市犬塚7-13-18,,139.83528,36.298062,,,
092088,0114000210,栃木県小山市,犬塚東公園,イヌヅカヒガシコウエン,1003,栃木県小山市犬塚7-4-1,,139.836894,36.30028,,,
092088,0114000211,栃木県小山市,2・9まち小径,フクマチコミチ,1003,栃木県小山市犬塚8-16-9,,139.832959,36.299505,,,
092088,0114000212,栃木県小山市,ひだまりの丘公園,ヒダマリノオカコウエン,1003,栃木県小山市犬塚8-1-7,,139.832869,36.303138,,,
092088,0114000213,栃木県小山市,悠遊公園,ユウユウコウエン,1003,栃木県小山市犬塚8-7-7,,139.831312,36.300475,,,
092088,0114000214,栃木県小山市,小山運動公園,オヤマウンドウコウエン,1003,栃木県小山市向野187,,139.851283,36.313351,,,
092088,0114000215,栃木県小山市,四性公園,シセイコウエン,1003,栃木県小山市荒井171-8,,139.839122,36.351189,,,
092088,0114000216,栃木県小山市,荒井団地公園,アライダンチコウエン,1003,栃木県小山市荒井78-38,,139.837503,36.348298,,,
092088,0114000217,栃木県小山市,やすらぎの森,ヤスラギノモリ,1003,栃木県小山市高椅1717,,139.883552,36.341246,,,
092088,0114000218,栃木県小山市,三峯２号公園,ミツミネニゴウコウエン,1003,栃木県小山市三峯2-1090-35,,139.805582,36.306679,,,
092088,0114000219,栃木県小山市,三峯１号公園,ミツミネイチゴウコウエン,1003,栃木県小山市三峯2-1107-23,,139.804417,36.304233,,,
092088,0114000220,栃木県小山市,若木町２丁目公園,ワカギチョウニチョウメコウエン,1003,栃木県小山市若木町2-1594-100,,139.807861,36.330088,,,
092088,0114000221,栃木県小山市,若木町３丁目公園,ワカギチョウサンチョウメコウエン,1003,栃木県小山市若木町3-1273-3,,139.810973,36.325914,,,
092088,0114000222,栃木県小山市,若木町さくら公園,ワカギチョウサクラコウエン,1003,栃木県小山市若木町3-1344-77,,139.80958,36.328867,,,
092088,0114000223,栃木県小山市,折元公園,オリモトコウエン,1003,栃木県小山市渋井617-1,,139.792809,36.329116,,,
092088,0114000224,栃木県小山市,出井公園,イデイコウエン,1003,栃木県小山市出井1035-95,,139.85146,36.328969,,,
092088,0114000225,栃木県小山市,七反２号公園,シチタンニゴウコウエン,1003,栃木県小山市小山28-16,,139.814554,36.290324,,,
092088,0114000226,栃木県小山市,七反公園,シチタンコウエン,1003,栃木県小山市小山8-7,,139.813285,36.286942,,,
092088,0114000227,栃木県小山市,豊田公民館前広場,トヨダコウミンカンマエヒロバ,1003,栃木県小山市松沼489,,139.781038,36.348545,,,
092088,0114000228,栃木県小山市,城山公園,シロヤマコウエン,1003,栃木県小山市城山町1-1,,139.799593,36.318741,,,
092088,0114000229,栃木県小山市,千手観音公園,センジュカンノンコウエン,1003,栃木県小山市城山町3-1752-19,,139.805903,36.316351,,,
092088,0114000230,栃木県小山市,城山・サクラ・コモン公園,シロヤマ・サクラ・コモンコウエン,1003,栃木県小山市城山町3-1993-13,,139.805137,36.314892,,,
092088,0114000231,栃木県小山市,城東公園,ジョウトウコウエン,1003,栃木県小山市城東1-19,,139.816296,36.310517,,,
092088,0114000232,栃木県小山市,いずみ公園,イズミコウエン,1003,栃木県小山市城東2-9,,139.813349,36.313385,,,
092088,0114000233,栃木県小山市,大橋公園,オオハシコウエン,1003,栃木県小山市城東3-3,,139.81441,36.316036,,,
092088,0114000234,栃木県小山市,城東４丁目公園,ジョウトウヨンチョウメコウエン,1003,栃木県小山市城東4-498-16,,139.822945,36.314254,,,
092088,0114000235,栃木県小山市,横町公園,ヨコマチコウエン,1003,栃木県小山市城東6-32,,139.823691,36.309638,,,
092088,0114000236,栃木県小山市,さくら公園,サクラコウエン,1003,栃木県小山市城東7-31,,139.82262,36.306776,,,
092088,0114000237,栃木県小山市,中丸公園,ナカマルコウエン,1003,栃木県小山市城北1-9-5,,139.814338,36.323932,,,
092088,0114000238,栃木県小山市,喜沢公園,キザワコウエン,1003,栃木県小山市城北2-9-6,,139.816668,36.328622,,,
092088,0114000239,栃木県小山市,向原北公園,ムカイハラキタコウエン,1003,栃木県小山市城北3-18-10,,139.823614,36.326059,,,
092088,0114000240,栃木県小山市,向原南公園,ムカイハラミナミコウエン,1003,栃木県小山市城北4-21-6,,139.82198,36.322451,,,
092088,0114000241,栃木県小山市,神山公園,カミヤマコウエン,1003,栃木県小山市神山1-1098,,139.799894,36.302655,,,
092088,0114000242,栃木県小山市,思川公園,オモイガワコウエン,1003,栃木県小山市神鳥谷108-1,,139.791296,36.307709,,,
092088,0114000243,栃木県小山市,一ノ久保公園,イチノクボコウエン,1003,栃木県小山市神鳥谷1-7,,139.792605,36.302192,,,
092088,0114000244,栃木県小山市,原之内公園,ハラノウチコウエン,1003,栃木県小山市神鳥谷1864-1,,139.804423,36.286561,,,
092088,0114000245,栃木県小山市,小山思いの森,オヤマオモイノモリ,1003,栃木県小山市神鳥谷2251-9,,139.802392,36.274894,,,
092088,0114000246,栃木県小山市,神久保公園,カミクボコウエン,1003,栃木県小山市神鳥谷2-29,,139.792169,36.299427,,,
092088,0114000247,栃木県小山市,柴内公園,シバウチコウエン,1003,栃木県小山市神鳥谷2-5,,139.795942,36.301681,,,
092088,0114000248,栃木県小山市,通り宿公園（通宿公園）,トオリジュクコウエン（トオリジュクコウエン）,1003,栃木県小山市神鳥谷4-8,,139.787461,36.296868,,,
092088,0114000249,栃木県小山市,中渋辺公園,ナカシベコウエン,1003,栃木県小山市神鳥谷6-11,,139.791456,36.293784,,,
092088,0114000250,栃木県小山市,ひまわり広場,ヒマワリヒロバ,1003,栃木県小山市神鳥谷677-13,,139.794011,36.304391,,,
092088,0114000251,栃木県小山市,曲輪公園,クルワコウエン,1003,栃木県小山市神鳥谷曲輪,,139.799888,36.303788,,,
092088,0114000252,栃木県小山市,治松公園,ジマツコウエン,1003,栃木県小山市西黒田115-4,,139.779278,36.266278,,,
092088,0114000253,栃木県小山市,治松２号公園,ジマツニゴウコウエン,1003,栃木県小山市西黒田127-28,,139.779278,36.266278,,,
092088,0114000254,栃木県小山市,九八幡公園,クハチマンコウエン,1003,栃木県小山市西黒田296-42,,139.780048,36.268089,,,
092088,0114000255,栃木県小山市,明亀公園,メイキコウエン,1003,栃木県小山市西黒田67-14,,139.779766,36.261828,,,
092088,0114000256,栃木県小山市,明亀公園,メイキコウエン,1003,栃木県小山市西黒田89-27,,139.779766,36.261828,,,
092088,0114000257,栃木県小山市,稲荷公園,イナリコウエン,1003,栃木県小山市西城南1-19,,139.79949,36.298215,,,
092088,0114000258,栃木県小山市,大正寺公園,タイショウジコウエン,1003,栃木県小山市西城南2-27,,139.804033,36.29628,,,
092088,0114000259,栃木県小山市,青蓮寺公園,セイレンジコウエン,1003,栃木県小山市西城南2-7,,139.802539,36.299393,,,
092088,0114000260,栃木県小山市,八幡公園,ハチマンコウエン,1003,栃木県小山市西城南5-25,,139.793948,36.292954,,,
092088,0114000261,栃木県小山市,田端公園,タバタコウエン,1003,栃木県小山市西城南5-42,,139.797971,36.29121,,,
092088,0114000262,栃木県小山市,希望ヶ丘公園,キボウガオカコウエン,1003,栃木県小山市西城南5-5,,139.799388,36.294141,,,
092088,0114000263,栃木県小山市,大割公園,オオワリコウエン,1003,栃木県小山市西城南6-30,,139.800399,36.289803,,,
092088,0114000264,栃木県小山市,大聖寺公園,ダイショウジコウエン,1003,栃木県小山市西城南6-7,,139.805456,36.290316,,,
092088,0114000265,栃木県小山市,石ノ上河川広場,イシノウエカセンヒロバ,1003,栃木県小山市石ノ上1062-2,,139.778156,36.303193,,,
092088,0114000266,栃木県小山市,十二所２号公園,ジュウニショニゴウコウエン,1003,栃木県小山市千駄塚522-19,,139.774015,36.286451,,,
092088,0114000267,栃木県小山市,十二所公園,ジュウニショコウエン,1003,栃木県小山市千駄塚543-11,,139.773481,36.285704,,,
092088,0114000268,栃木県小山市,西久保公園,ニシクボコウエン,1003,栃木県小山市千駄塚576-14,,139.771199,36.28255,,,
092088,0114000269,栃木県小山市,思川緑地,オモイガワリョクチ,1003,栃木県小山市大行寺1289,,139.793472,36.313189,,,
092088,0114000270,栃木県小山市,上川原公園,カミガワラコウエン,1003,栃木県小山市大行寺1380-55,,139.789151,36.319415,,,
092088,0114000271,栃木県小山市,思川アプローチ,オモイガワアプローチ,1003,栃木県小山市大字小山2374,,139.798315,36.315952,,,
092088,0114000272,栃木県小山市,谷新田公園,ヤシンデンコウエン,1003,栃木県小山市大本136-11,,139.781897,36.350991,,,
092088,0114000273,栃木県小山市,蔵前公園,クラマエコウエン,1003,栃木県小山市樽木293-1,,139.735003,36.25995,,,
092088,0114000274,栃木県小山市,楢木公園,ナラノキコウエン,1003,栃木県小山市樽木293-17,,139.735743,36.259652,,,
092088,0114000275,栃木県小山市,小山御殿広場,オヤマゴテンヒロバ,1003,栃木県小山市中央町1-3,,139.800501,36.315459,,,
092088,0114000276,栃木県小山市,陣場公園,ジンバコウエン,1003,栃木県小山市中久喜1104-14外,,139.84689,36.316518,,,
092088,0114000277,栃木県小山市,陣場公園,ジンバコウエン,1003,栃木県小山市中久喜1110-2,,139.84689,36.316518,,,
092088,0114000278,栃木県小山市,陣場３号公園,ジンバサンゴウコウエン,1003,栃木県小山市中久喜1152-38,,139.848551,36.319992,,,
092088,0114000279,栃木県小山市,陣場４号公園,ジンバヨンゴウコウエン,1003,栃木県小山市中久喜1166-34,,139.844234,36.320932,,,
092088,0114000280,栃木県小山市,陣場２号公園,ジンバニゴウコウエン,1003,栃木県小山市中久喜1175-20,,139.846313,36.318469,,,
092088,0114000281,栃木県小山市,中道公園,ナカミチコウエン,1003,栃木県小山市中久喜1237-7,,139.840243,36.317813,,,
092088,0114000282,栃木県小山市,西山２号公園,ニシヤマニゴウコウエン,1003,栃木県小山市中久喜1312-99,,139.838623,36.32717,,,
092088,0114000283,栃木県小山市,上野原公園,ウワノハラコウエン,1003,栃木県小山市中久喜1522-59,,139.850614,36.322591,,,
092088,0114000284,栃木県小山市,西山南公園,ニシヤマミナミコウエン,1003,栃木県小山市中久喜1-9,,139.836044,36.318605,,,
092088,0114000285,栃木県小山市,通宿１号公園,トオリジュクイチゴウコウエン,1003,栃木県小山市中久喜291-26,,139.840909,36.306081,,,
092088,0114000286,栃木県小山市,西山公園,ニシヤマコウエン,1003,栃木県小山市中久喜4-11,,139.836607,36.32259,,,
092088,0114000287,栃木県小山市,大シベ５号公園,オオシベゴゴウコウエン,1003,栃木県小山市塚崎1475-25,,139.808153,36.27691,,,
092088,0114000288,栃木県小山市,大シベ４号公園,オオシベヨンゴウコウエン,1003,栃木県小山市塚崎1481-3,,139.806859,36.277936,,,
092088,0114000289,栃木県小山市,大シベ６号公園,オオシベロクゴウコウエン,1003,栃木県小山市塚崎1481-38,,139.806131,36.278321,,,
092088,0114000290,栃木県小山市,大シベ２号公園,オオシベニゴウコウエン,1003,栃木県小山市塚崎1482-25,,139.806946,36.278915,,,
092088,0114000291,栃木県小山市,大シベ３号公園,オオシベサンゴウコウエン,1003,栃木県小山市塚崎1488-22,,139.806162,36.279243,,,
092088,0114000292,栃木県小山市,大シベ１号公園,オオシベイチゴウコウエン,1003,栃木県小山市塚崎1500-25,,139.805347,36.283161,,,
092088,0114000293,栃木県小山市,天神公園,テンジンコウエン,1003,栃木県小山市天神町1-2985,,139.798832,36.30531,,,
092088,0114000294,栃木県小山市,天神ふれあい公園,テンジンフレアイコウエン,1003,栃木県小山市天神町2-2070-2,,139.801331,36.307679,,,
092088,0114000295,栃木県小山市,宿尻公園,ヤドジリコウエン,1003,栃木県小山市田間717-5,,139.823982,36.271064,,,
092088,0114000296,栃木県小山市,小山道西２号公園,オヤマミチニシニゴウコウエン,1003,栃木県小山市田間723-36,,139.821845,36.271482,,,
092088,0114000297,栃木県小山市,小山道西公園,オヤマミチニシコウエン,1003,栃木県小山市田間726-27,,139.821105,36.271574,,,
092088,0114000298,栃木県小山市,なかよし公園,ナカヨシコウエン,1003,栃木県小山市土塔,（小山東部第一土地区画整理事業58街区）,139.823665,36.303864,,,
092088,0114000299,栃木県小山市,あおぞら公園,アオゾラコウエン,1003,栃木県小山市土塔,（小山東部第一土地区画整理事業48街区）,139.81687,36.305518,,,
092088,0114000300,栃木県小山市,土塔二グラウンド公園,ドトウニグラウンドコウエン,1003,栃木県小山市土塔,（小山東部第一土地区画整理事業89街区1画地）,139.82435,36.301353,,,
092088,0114000301,栃木県小山市,東谷２号公園,ヒガシタニニゴウコウエン,1003,栃木県小山市土塔,（小山東部第一土地区画整理事業48街区10画地）,139.81995,36.304572,,,
092088,0114000302,栃木県小山市,五料公園,ゴリョウコウエン,1003,栃木県小山市東間々田1-1,,139.776526,36.275408,,,
092088,0114000303,栃木県小山市,東雲公園,シノノメコウエン,1003,栃木県小山市東間々田1-12,,139.774326,36.270484,,,
092088,0114000304,栃木県小山市,学校南公園,ガッコウミナミコウエン,1003,栃木県小山市東間々田2-14,,139.770538,36.266416,,,
092088,0114000305,栃木県小山市,おさんみち公園（小原公園）,オサンミチコウエン（コハラコウエン）,1003,栃木県小山市東間々田2-28,,139.768904,36.264293,,,
092088,0114000306,栃木県小山市,谷端公園,ヤッパタコウエン,1003,栃木県小山市東間々田3-3,,139.772321,36.265333,,,
092088,0114000307,栃木県小山市,浅間東公園,アサマヒガシコウエン,1003,栃木県小山市東間々田3-40,,139.769245,36.259243,,,
092088,0114000309,栃木県小山市,萩山公園,ハギヤマコウエン,1003,栃木県小山市東城南1-14,,139.810452,36.297288,,,
092088,0114000310,栃木県小山市,中山公園,ナカヤマコウエン,1003,栃木県小山市東城南2-18,,139.816688,36.296259,,,
092088,0114000311,栃木県小山市,自由ヶ丘公園,ジユウガオカコウエン,1003,栃木県小山市東城南3-8,,139.816249,36.29268,,,
092088,0114000312,栃木県小山市,城南公園,ジョウナンコウエン,1003,栃木県小山市東城南4-17,,139.808518,36.292293,,,
092088,0114000313,栃木県小山市,西坪公園,ニシツボコウエン,1003,栃木県小山市東城南5-20,,139.809756,36.288264,,,
092088,0114000314,栃木県小山市,観音公園,カンノンコウエン,1003,栃木県小山市南乙女1-12-11,,139.756482,36.254974,,,
092088,0114000315,栃木県小山市,乙女下町公園,オトメシモチョウコウエン,1003,栃木県小山市南乙女1-5,,139.755264,36.255679,,,
092088,0114000316,栃木県小山市,春日野公園,カスガノコウエン,1003,栃木県小山市南乙女2-7-16,,139.754138,36.253708,,,
092088,0114000317,栃木県小山市,東原２号公園,ヒガシハラニゴウコウエン,1003,栃木県小山市南半田2046-6,,139.83068,36.366948,,,
092088,0114000318,栃木県小山市,東原公園,ヒガシハラコウエン,1003,栃木県小山市南半田2054-26,,139.833382,36.367765,,,
092088,0114000319,栃木県小山市,牛ヶ久保公園,ウシガクボコウエン,1003,栃木県小山市南半田413-22,,139.82043,36.360334,,,
092088,0114000320,栃木県小山市,前新田１号公園,マエシンデンイチゴウコウエン,1003,栃木県小山市南飯田664-278,,139.762129,36.248338,,,
092088,0114000321,栃木県小山市,生井桜づつみ,ナマイサクラヅツミ,1003,栃木県小山市白鳥350-2,,139.700893,36.245647,,,
092088,0114000322,栃木県小山市,やはた公園,ヤハタコウエン,1003,栃木県小山市八幡町1-134-10,,139.795011,36.309511,,,
092088,0114000323,栃木県小山市,鉢形四つ沼公園,ハチガタヨツヌマコウエン,1003,栃木県小山市鉢形1250-6,,139.856438,36.338288,,,
092088,0114000324,栃木県小山市,日の出公園,ヒノデコウエン,1003,栃木県小山市美しが丘1-11,,139.776995,36.26874,,,
092088,0114000325,栃木県小山市,間々田美しが丘公園,ママダウツクシガオカコウエン,1003,栃木県小山市美しが丘3-1,,139.773073,36.263483,,,
092088,0114000326,栃木県小山市,美しが丘ポケットパーク,ウツクシガオカポケットパーク,1003,栃木県小山市美しが丘3-105,,139.777626,36.258337,,,
092088,0114000327,栃木県小山市,六本木公園,ロッポンギコウエン,1003,栃木県小山市美しが丘3-32,,139.777287,36.259558,,,
092088,0114000328,栃木県小山市,扶桑第一公園,フソウダイイチコウエン,1003,栃木県小山市扶桑1-11,,139.815407,36.356842,,,
092088,0114000329,栃木県小山市,扶桑第二公園,フソウダイニコウエン,1003,栃木県小山市扶桑2-26,,139.815488,36.358525,,,
092088,0114000330,栃木県小山市,中道南２号公園,ナカミチミナミニゴウコウエン,1003,栃木県小山市平和132-20,,139.765887,36.253193,,,
092088,0114000331,栃木県小山市,中道南公園,ナカミチミナミコウエン,1003,栃木県小山市平和136-15,,139.766198,36.254022,,,
092088,0114000332,栃木県小山市,中道北公園,ナカミチキタコウエン,1003,栃木県小山市平和190-4,,139.766529,36.258103,,,
092088,0114000333,栃木県小山市,下道南２号公園,シモミチミナミニゴウコウエン,1003,栃木県小山市平和33-23,,139.764763,36.251254,,,
092088,0114000334,栃木県小山市,下道南公園,シモミチミナミコウエン,1003,栃木県小山市平和49-21,,139.764761,36.251247,,,
092088,0114000335,栃木県小山市,本郷町３丁目公園,ホンゴウチョウサンチョウメコウエン,1003,栃木県小山市本郷町3-2590-22,,139.807838,36.320159,,,
092088,0114000336,栃木県小山市,網戸公園,アジトコウエン,1003,栃木県小山市網戸791-2,,139.749131,36.278119,,,
092088,0114000337,栃木県小山市,高芝原公園,タカシバハラコウエン,1003,栃木県小山市立木1385-4,,139.790339,36.322547,,,
092088,0114000338,栃木県小山市,おやま縄文まつりの広場,オヤマジョウモンマツリノヒロバ,1003,栃木県小山市梁2075-4,,139.881925,36.32619,,,
092088,0114000339,栃木県小山市,城西北公園,ジョウサイキタコウエン,1003,栃木県小山市城西2-10-1,,139.787993472222,36.3270846111111,,,
092088,0114000340,栃木県小山市,城西中央公園,ジョウサイチュウオウコウエン,1003,栃木県小山市城西1-26-2,,139.788375694444,36.3247613055555,,,
092088,0114000341,栃木県小山市,平和天神山公園,ヒラワテンジンヤマコウエン,1003,栃木県小山市平和220-1,,139.766236472222,36.2597967777777,,,
092088,0114000342,栃木県小山市,反町公園,ソリマチコウエン,1003,栃木県小山市東野田2726-6,,139.813135222222,36.2512507777777,,,
092088,0114000343,栃木県小山市,城西南公園,ジョウサイミナミコウエン,1003,栃木県小山市城西1-13,,,,,,
092088,0114000344,栃木県小山市,喜沢南かずき公園,キザワミナミカズキコウエン,1003,栃木県小山市喜沢133,,139.814943361111,36.3304076111111,,,
092088,0114000345,栃木県小山市,西本郷１号公園,ニシホンゴウイチゴウコウエン,1003,栃木県小山市出井1762-26,,139.840644166666,36.3474294444444,,,
092088,0114000346,栃木県小山市,上野原２号公園,ウワノハラニゴウコウエン,1003,栃木県小山市中久喜1522-65,,139.849389527777,36.3226773888888,,,
092088,0114000347,栃木県小山市,板橋１号公園,イタバシイチゴウコウエン,1003,栃木県小山市松沼1004-5,,139.781269361111,36.3522467777777,,,
092088,0114000348,栃木県小山市,陳場３号公園,チンバサンゴウコウエン,1003,栃木県小山市羽川276-15,,,,,,
092088,0114000349,栃木県小山市,楓山５号公園,モミジヤマゴゴウコウエン,1003,栃木県小山市乙女424-16,,,,,,
092088,0114000350,栃木県小山市,上原１号公園,ウワハライチゴウコウエン,1003,栃木県小山市荒井441-31,,,,,,
